path	sentence	gender	name	class
128_11.wav	Ajung pe la douăzeci și opt de grade la Focșani și la Buzău.	masc	Florin Busuioc	pozitiv
48_26.wav	Ieri au fost treizeci și unu de grade, astăzi nu sunt mai mult de douăzeci și patru de grade pe la Râmnicu Vâlcea.	masc	Florin Busuioc	pozitiv
327_1.wav	În Moldova se arată soarele și sunt cam singurele locuri pe unde o să strălucească,	masc	Cosmin Stan	pozitiv
87_20.wav	Nu lipsesc perioadele cu soare, iar cel mai cald va fi în depresiuni,	masc	Cosmin Stan	pozitiv
187_21.wav	În Oltenia se înnorează din când în când și s-ar putea să vină o aversă, două în ansamblu însă avem vreme bună,	masc	Cosmin Stan	negativ
166_32.wav	vântul suflă cu până la cincizeci de kilometri pe oră,	masc	Florin Busuioc	negativ
55_13.wav	Vântul va avea intensificări în estul țării, în Carpații Meridionali și în sudul Banatului.	masc	Cosmin Stan	negativ
325_15.wav	Maximele se vor opri pe la șapte-opt grade la Timișoara.	masc	Cosmin Stan	pozitiv
295_19.wav	Soare și vreme bună găsim și în Transilvania. Acum dimineață e cam frig, mai ales în depresiuni.	masc	Cosmin Stan	pozitiv
174_8.wav	În Moldova sudică și în nordul Munteniei, timpul e frumos, doar izolat așa.	masc	Florin Busuioc	pozitiv
85_3.wav	Maximele pornesc de la douăzeci și unu - douăzeci și două de grade în depresiuni și în nord-vest	masc	Cosmin Stan	pozitiv
152_9.wav	La noapte mai sunt înnorări și ploi în Maramureș, în Crișana și prin Banat, dar și în Oltenia.	masc	Cosmin Stan	negativ
157_12.wav	În sudul Banatului poate să depășească șaptezeci de kilometri pe oră. Aerul rece pătrunde și în Transilvania și maximele pleacă de pe la zece grade la Sibiu	masc	Florin Busuioc	negativ
386_29.wav	La București avem soare, câțiva nori, poate doi-trei fulgi, cel mult două grade la orele prânzului, vântul mai are intensifică și sporește,	masc	Florin Busuioc	negativ
209_24.wav	În această parte vizibilitatea în unele zone este sub cincizeci de metri, mare atenție dacă circulați pe drumurile din această zonă	masc	Florin Busuioc	negativ
3_21.wav	E posibil să formeze vijelii, să cadă grindină.	masc	Florin Busuioc	negativ
43_22.wav	Mai avem ceva înnorării, în sud-vestul provinciei o să fie câteva reprize cu ploi torențiale,	masc	Florin Busuioc	negativ
386_23.wav	Maxime de cel mult zero grade la Târgu Mureș, dar minus șase la Miercurea Ciuc, vedeți?	masc	Florin Busuioc	negativ
92_6.wav	La malul mării sunt douăzeci și unu de grade, în Bărăgan însă vor fi douăzeci și opt pe la Slobozia.	masc	Florin Busuioc	pozitiv
305_1.wav	Norii apar așa, sporadic, însă vântul bate cam nervos în partea estică, sud-estică, în vest și pe la munte.	masc	Florin Busuioc	negativ
13_15.wav	Dar după amiază se cam adună norii și vin mai multe reprize cu ploi torențiale.	masc	Florin Busuioc	negativ
297_9.wav	Mâine se încălzește și vremea frumoasă cuprinde aproape toată țara.	masc	Cosmin Stan	pozitiv
85_27.wav	În București rămânem cu atmosfera caldă și se ating tot treizeci și unu de grade la orele prânzului,	masc	Cosmin Stan	pozitiv
16_16.wav	Cam la fel va fi și în sudul țării, atmosferă foarte plăcută dacă ne gândim la aspect, cu soare toată ziua, dar e zăpușeală foarte mare la amiază, temperaturile vor ajunge la treizeci și cinci de grade Celsius în Lunca Dunării, dar să știți că prin zona Zimnicei e extrem de cald, treizeci și șapte de grade și pe acolo.	masc	Florin Busuioc	pozitiv
389_23.wav	La altitudini mari, rafalele depășesc optzeci-nouăzeci de kilometri pe oră, va fi viscol, vizibilitatea o să scadă foarte mult.	masc	Cosmin Stan	negativ
293_24.wav	Avem soare, câțiva nori, un vânt domol, temperaturile cresc și pe aici ajung pe la nouăsprezece-douăzeci de grade în Lunca Dunării pe la Giurgiu.	masc	Florin Busuioc	pozitiv
115_18.wav	pe anumite cursuri de apă de acolo, e așadar cod roșu de inundații.	masc	Florin Busuioc	negativ
279_28.wav	Temperaturile vor urca până pe la douăzeci și trei de grade, deși acum ar trebui să avem doar paisprezece-cincisprezece grade.	masc	Cosmin Stan	pozitiv
209_18.wav	iar temperaturile ajung la șaisprezece grade prin vestul provinciei la Târgu Mureș	masc	Florin Busuioc	pozitiv
212_23.wav	Poate fi și grindină, puțină grindină în această zonă, însă e mai cald un pic.	masc	Florin Busuioc	negativ
187_24.wav	Vântul adie plăcut, se vor înregistra vreo șaptesprezece grade, poate chiar optsprezece pe alocuri.	masc	Cosmin Stan	pozitiv
243_27.wav	La munte avem încă o zi cu o atmosferă de iarnă, ninge slab în majoritatea masivelor	masc	Florin Busuioc	negativ
141_22.wav	Peste noapte atmosfera se mai liniștește și temperaturile coboară la zece grade.	masc	Florin Busuioc	pozitiv
249_20.wav	Încă sunt temperaturi sub nivelul perioadei, ar trebui să avem vreo șaptesprezece grade, avem cel mult unsprezece pe la Râmnicu Vâlcea.	masc	Florin Busuioc	negativ
144_12.wav	În partea nordică a Transilvaniei și în Maramureș vremea e neplăcută, nori, mulți nori, plouă în mai multe reprize.	masc	Florin Busuioc	negativ
48_30.wav	La București se schimbă vremea, avem și aici ploi.	masc	Florin Busuioc	negativ
71_14.wav	Maximele ajung la douăzeci și cinci de grade și mai pot apărea câteva ploi slabe trecătoare.	masc	Cosmin Stan	negativ
272_6.wav	Dobrogea și Bărăganul, aici se răcește accentuat. Ieri au fost douăzeci și două de grade.	masc	Florin Busuioc	pozitiv
166_7.wav	iar temperaturile rămân scăzute, undeva până în paisprezece grade, pe la Tulcea.	masc	Florin Busuioc	negativ
174_10.wav	Vor ajunge tot pe la douăzeci și două de grade la Galați și la Brăila, în jumătatea nordică a Moldovei și în Bucovina.	masc	Florin Busuioc	pozitiv
